# parameters
version_bit_string:13816762181795971082,seed:5489,burn_in:100000,num_iter:1000000,stats_thin:1000,block_penalty:50,prior_rate_mean:1,window_size:50,partition_length:4001,overlap_length:200,pade_resolution:10,pade_max:1000,max_lk_start:0.001,max_lk_resolution:0.001,num_snps:12874,num_snp_partitions:3,num_samps:1000
# left_snp right_snp mean p0.025 p0.500 p0.975
43573 43689 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43689 43719 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43719 43722 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43722 43740 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43740 43758 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43758 43806 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43806 43823 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43823 43851 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43851 43854 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43854 43860 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43860 43872 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43872 43882 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43882 43884 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43884 43888 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43888 43901 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43901 43931 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43931 43966 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43966 43976 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43976 43990 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
43990 44013 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44013 44016 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44016 44064 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44064 44163 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44163 44210 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44210 44212 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44212 44213 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44213 44214 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44214 44230 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44230 44280 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44280 44332 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44332 44340 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44340 44345 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44345 44346 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44346 44375 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44375 44376 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44376 44385 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44385 44386 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44386 44394 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44394 44503 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44503 44514 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44514 44559 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44559 44561 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44561 44563 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44563 44583 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44583 44584 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44584 44586 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44586 44591 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44591 44612 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44612 44625 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44625 44636 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44636 44642 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44642 44648 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44648 44649 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44649 44651 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44651 44652 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44652 44654 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44654 44664 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44664 44669 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44669 44686 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44686 44691 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44691 44732 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44732 44735 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44735 44747 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44747 44752 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44752 44754 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44754 44755 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44755 44772 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44772 44797 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44797 44803 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44803 44815 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44815 44827 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44827 44837 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44837 44841 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44841 44853 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44853 44872 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44872 44902 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44902 44907 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44907 44911 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44911 44915 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44915 44927 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44927 44962 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44962 44976 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44976 44978 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44978 44980 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44980 44981 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44981 44983 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44983 44984 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44984 44991 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44991 44994 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44994 44997 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
44997 45001 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45001 45004 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45004 45005 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45005 45007 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45007 45008 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45008 45010 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45010 45011 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45011 45012 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45012 45014 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45014 45015 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45015 45017 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45017 45018 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45018 45020 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45020 45021 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45021 45023 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45023 45024 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45024 45026 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45026 45037 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45037 45038 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45038 45041 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45041 45042 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45042 45045 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45045 45049 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45049 45089 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45089 45154 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45154 45162 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45162 45208 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45208 45220 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45220 45221 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45221 45230 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45230 45235 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45235 45320 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45320 45352 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45352 45373 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45373 45388 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45388 45392 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45392 45393 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45393 45403 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45403 45404 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45404 45422 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45422 45427 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45427 45433 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45433 45441 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45441 45461 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45461 45466 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45466 45467 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45467 45474 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45474 45476 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45476 45492 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45492 45500 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45500 45505 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45505 45514 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45514 45515 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45515 45519 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45519 45520 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45520 45524 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45524 45528 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45528 45530 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45530 45531 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45531 45547 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45547 45632 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45632 45633 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45633 45639 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45639 45684 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45684 45704 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45704 45712 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45712 45715 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45715 45727 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45727 45728 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45728 45737 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45737 45741 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45741 45747 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45747 45761 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45761 45782 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45782 45790 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45790 45809 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45809 45887 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45887 45892 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45892 45917 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45917 45944 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45944 45976 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45976 45983 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45983 45984 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
45984 46015 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46015 46067 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46067 46081 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46081 46082 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46082 46091 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46091 46102 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46102 46122 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46122 46124 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46124 46131 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46131 46132 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46132 46140 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46140 46145 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46145 46148 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46148 46164 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46164 46203 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46203 46227 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46227 46268 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46268 46279 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46279 46309 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46309 46453 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46453 46470 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46470 46477 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46477 46493 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46493 46509 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46509 46516 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46516 46517 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46517 46526 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46526 46537 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46537 46539 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46539 46575 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46575 46600 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46600 46689 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46689 46736 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46736 46739 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46739 46769 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46769 46784 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46784 46799 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46799 46822 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46822 46841 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46841 46852 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46852 46853 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46853 46856 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46856 46864 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46864 46874 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46874 46876 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46876 46878 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46878 46882 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46882 46910 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46910 46915 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46915 46961 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46961 46962 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46962 46965 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46965 46966 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46966 46986 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46986 46994 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
46994 47004 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47004 47010 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47010 47015 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47015 47046 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47046 47058 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47058 47070 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47070 47079 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47079 47119 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47119 47135 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47135 47141 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47141 47145 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47145 47164 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47164 47223 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47223 47224 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47224 47231 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47231 47236 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47236 47261 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47261 47274 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47274 47279 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47279 47293 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47293 47314 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47314 47341 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47341 47347 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47347 47348 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47348 47356 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47356 47363 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47363 47371 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47371 47376 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47376 47377 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47377 47435 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47435 47438 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47438 47450 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47450 47454 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47454 47458 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47458 47470 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47470 47482 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47482 47485 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47485 47508 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47508 47516 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47516 47520 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47520 47521 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47521 47524 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47524 47551 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47551 47559 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47559 47571 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47571 47580 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47580 47604 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47604 47615 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47615 47622 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47622 47626 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47626 47658 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47658 47660 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47660 47662 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47662 47663 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47663 47803 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47803 47810 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47810 47814 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47814 47815 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47815 47816 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47816 47817 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47817 47820 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47820 47821 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47821 47826 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47826 47828 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47828 47830 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47830 47831 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47831 47834 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47834 47835 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47835 47837 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47837 47839 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47839 47840 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47840 47845 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47845 47847 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47847 47849 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47849 47850 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47850 47851 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47851 47852 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47852 47853 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47853 47854 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47854 47855 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47855 47864 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47864 47865 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47865 47875 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47875 47909 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47909 47911 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47911 47918 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47918 47937 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47937 47939 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47939 47964 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47964 47984 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47984 47987 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47987 47997 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
47997 48016 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48016 48036 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48036 48042 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48042 48046 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48046 48058 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48058 48059 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48059 48060 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48060 48061 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48061 48062 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48062 48063 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48063 48064 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48064 48065 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48065 48095 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48095 48116 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48116 48143 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48143 48180 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48180 48181 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48181 48186 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48186 48237 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48237 48238 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48238 48267 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48267 48282 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48282 48290 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48290 48297 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48297 48302 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48302 48306 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48306 48316 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48316 48346 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48346 48543 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48543 48544 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48544 48593 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48593 48690 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48690 48738 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48738 48768 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48768 48801 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48801 48900 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48900 48937 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48937 48938 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48938 48958 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48958 48967 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
48967 49021 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
49021 49023 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
49023 49034 1.0796e-04 1.0638e-04 1.0762e-04 1.1119e-04
